Exported Sensor Data,,,,
Date Start:,6/5/2023 0:00,,,
Date End:,7/5/2023 0:00,,,
Created:,Data generated by EMS Viewer on 2023-07-05 11:59:37,,,
,,,,
North 208.2,,,,
Date Time,Temperature (C),Humidity (%RH),,
6/23/2023 13:03,23.2,45.1,,
6/23/2023 13:05,23.2,45.1,,
6/23/2023 13:06,23.4,45.1,,
6/23/2023 13:08,23.4,44.9,,
6/23/2023 13:10,23.4,45.2,,
6/23/2023 13:13,23.4,45.2,,
6/23/2023 13:13,23.4,45.2,,
6/23/2023 13:18,23.4,45,,
6/23/2023 13:19,23.4,45,,
6/23/2023 13:20,23.4,45,,
6/23/2023 13:23,23.2,45.1,,
6/23/2023 13:24,23.2,45.2,,
6/23/2023 13:32,23.4,45.2,,
6/23/2023 13:33,23.2,45.2,,
6/23/2023 13:35,23.2,45.3,,
6/23/2023 13:35,23.2,45.3,,
6/23/2023 13:36,23.4,45.3,,
6/23/2023 13:37,23.4,45.3,,
6/23/2023 13:38,23.2,45.3,,
6/23/2023 13:40,23.4,45.1,,
6/23/2023 13:41,23.4,45.1,,
6/23/2023 13:44,23.4,45.1,,
6/23/2023 13:46,23.4,45.1,,
6/23/2023 13:49,23.4,45.2,,
6/23/2023 13:51,23.4,45.4,,
6/23/2023 13:53,23.4,45.1,,
6/23/2023 13:54,23.4,44.9,,
6/23/2023 13:56,23.4,44.9,,
6/23/2023 13:58,23.4,44.8,,
6/23/2023 14:01,23.4,44.8,,
6/23/2023 14:02,23.4,45,,
6/23/2023 14:05,23.4,45,,
6/23/2023 14:06,23.4,45,,
6/23/2023 14:06,23.4,45,,
6/23/2023 14:07,23.4,45,,
6/23/2023 14:08,23.4,45,,
6/23/2023 14:08,23.4,45,,
6/23/2023 14:20,23.4,45,,
6/23/2023 14:27,23.4,45.1,,
6/23/2023 14:29,23.4,44.8,,
6/23/2023 14:30,23.4,44.9,,
6/23/2023 14:44,23.4,44.6,,
6/23/2023 14:47,23.4,44.5,,
6/23/2023 14:50,23.4,44.8,,
6/23/2023 14:51,23.4,44.7,,
6/23/2023 14:58,23.4,44.5,,
6/23/2023 15:07,23.4,44.5,,
6/23/2023 15:08,23.4,45,,
6/23/2023 15:19,23.4,45,,
6/23/2023 15:24,23.4,44.9,,
6/23/2023 15:25,23.4,45.1,,
6/23/2023 15:38,23.6,45.2,,
6/23/2023 15:40,23.6,45.2,,
6/23/2023 15:41,23.6,45.1,,
6/23/2023 15:48,23.6,44.7,,
6/23/2023 15:56,23.6,44.7,,
6/23/2023 16:01,23.6,44.9,,
6/23/2023 16:07,23.6,45.2,,
6/23/2023 16:26,23.6,44.9,,
6/23/2023 16:26,23.4,44.9,,
6/23/2023 16:29,23.6,45.1,,
6/23/2023 16:40,23.6,45.1,,
6/23/2023 16:43,23.6,44.4,,
6/23/2023 16:47,23.6,44.9,,
6/23/2023 16:54,23.6,44.8,,
6/23/2023 16:57,23.6,45,,
6/23/2023 17:03,23.6,44.6,,
6/23/2023 17:04,23.6,44.6,,
6/23/2023 17:06,23.6,44.7,,
6/23/2023 17:07,23.4,44.6,,
6/23/2023 17:13,23.6,45,,
6/23/2023 17:17,23.6,45.4,,
6/23/2023 17:21,23.6,45.1,,
6/23/2023 17:24,23.6,44.9,,
6/23/2023 17:31,23.6,44.7,,
6/23/2023 17:33,23.6,44.3,,
6/23/2023 17:36,23.6,44.3,,
6/23/2023 17:37,23.6,44.3,,
6/23/2023 17:42,23.4,44.3,,
6/23/2023 17:44,23.4,44,,
6/23/2023 17:46,23.4,44,,
6/23/2023 17:49,23.4,44.2,,
6/23/2023 17:53,23.4,44.3,,
6/23/2023 17:54,23.4,44.3,,
6/23/2023 17:55,23.4,44,,
6/23/2023 18:06,23.4,44.4,,
6/23/2023 18:12,23.4,44.6,,
6/23/2023 18:14,23.4,44.4,,
6/23/2023 18:15,23.4,44.6,,
6/23/2023 18:16,23.4,44.5,,
6/23/2023 18:19,23.4,44.3,,
6/23/2023 18:21,23.4,44.3,,
6/23/2023 18:38,23.4,44.3,,
6/23/2023 18:42,23.4,44.2,,
6/23/2023 18:43,23.4,44.3,,
6/23/2023 18:51,23.4,44.4,,
6/23/2023 18:57,23.4,44.3,,
6/23/2023 18:58,23.4,44.2,,
6/23/2023 18:59,23.4,44.2,,
6/23/2023 19:10,23.4,43.9,,
6/23/2023 19:11,23.4,44,,
6/23/2023 19:12,23.4,44.1,,
6/23/2023 19:12,23.4,44.3,,
6/23/2023 19:13,23.4,44.1,,
6/23/2023 19:14,23.4,44,,
6/23/2023 19:15,23.4,44.2,,
6/23/2023 19:18,23.4,44.2,,
6/23/2023 19:18,23.4,44.3,,
6/23/2023 19:22,23.4,44.1,,
6/23/2023 19:25,23.4,44.3,,
6/23/2023 19:31,23.4,44.6,,
6/23/2023 19:34,23.4,44.7,,
6/23/2023 19:36,23.4,44.5,,
6/23/2023 19:40,23.4,44.5,,
6/23/2023 19:49,23.4,43.9,,
6/23/2023 19:52,23.4,43.8,,
6/23/2023 19:54,23.2,44.2,,
6/23/2023 19:55,23.4,43.8,,
6/23/2023 20:01,23.2,43.6,,
6/23/2023 20:02,23.2,43.8,,
6/23/2023 20:04,23.2,43.6,,
6/23/2023 20:05,23.2,43.6,,
6/23/2023 20:07,23.2,43.7,,
6/23/2023 20:15,23.2,44,,
6/23/2023 20:16,23.2,43.9,,
6/23/2023 20:19,23.2,44.1,,
6/23/2023 20:22,23.2,44.2,,
6/23/2023 20:25,23.2,44.2,,
6/23/2023 20:32,23.2,44.3,,
6/23/2023 20:32,23.2,44.4,,
6/23/2023 20:38,23.2,44.3,,
6/23/2023 20:41,23.2,44.3,,
6/23/2023 20:46,23.2,44.1,,
6/23/2023 20:47,23.2,44.1,,
6/23/2023 20:57,23.2,44,,
6/23/2023 20:58,23.2,43.8,,
6/23/2023 20:59,23.2,43.9,,
6/23/2023 21:00,23.2,43.8,,
6/23/2023 21:14,23.2,43.7,,
6/23/2023 21:18,23.2,43.9,,
6/23/2023 21:29,23.2,44,,
6/23/2023 21:39,23.2,44.2,,
6/23/2023 21:41,23.2,44.2,,
6/23/2023 21:41,23.2,44.2,,
6/23/2023 21:44,23.2,44.3,,
6/23/2023 21:52,23.2,44.4,,
6/23/2023 21:53,23.2,44.3,,
6/23/2023 22:00,23.2,44.2,,
6/24/2023 0:25,23,43.9,,
6/24/2023 1:02,23,44.1,,
6/24/2023 3:30,23,44.1,,
6/24/2023 4:32,22.8,44.1,,
6/24/2023 5:54,22.8,44.2,,
6/24/2023 6:23,22.8,44.4,,
6/24/2023 7:10,22.8,44.3,,
6/24/2023 8:02,23,44.5,,
6/24/2023 10:50,23,45,,
6/24/2023 10:51,23,45,,
6/24/2023 10:59,23,44.9,,
6/24/2023 11:14,23.2,45.3,,
6/24/2023 11:20,23.2,45.6,,
6/24/2023 11:24,23.2,45.5,,
6/24/2023 11:30,23.2,45.5,,
6/24/2023 11:41,23.2,45.5,,
6/24/2023 11:55,23.2,45.6,,
6/24/2023 11:56,23.2,45.4,,
6/24/2023 11:59,23.2,45.4,,
6/24/2023 12:07,23.2,44.7,,
6/24/2023 12:07,23.2,44.8,,
6/24/2023 12:13,23.2,45.1,,
6/24/2023 12:14,23.2,45.1,,
6/24/2023 12:16,23.2,44.8,,
6/24/2023 12:25,23.2,44.7,,
6/24/2023 12:32,23.2,44.4,,
6/24/2023 12:33,23.2,44.5,,
6/24/2023 12:43,23.4,45,,
6/24/2023 12:45,23.4,45.1,,
6/24/2023 12:46,23.4,45.2,,
6/24/2023 12:48,23.4,45.2,,
6/24/2023 12:48,23.4,45.2,,
6/24/2023 13:06,23.4,45.5,,
6/24/2023 13:08,23.4,45.5,,
6/24/2023 13:10,23.4,45.4,,
6/24/2023 13:13,23.4,45.3,,
6/24/2023 13:15,23.4,45.2,,
6/24/2023 13:20,23.4,45.4,,
6/24/2023 13:26,23.4,45.3,,
6/24/2023 13:41,23.4,45.3,,
6/24/2023 13:43,23.4,45,,
6/24/2023 13:49,23.4,44.9,,
6/24/2023 13:49,23.4,44.9,,
6/24/2023 13:50,23.4,44.8,,
6/24/2023 13:52,23.4,44.8,,
6/24/2023 13:55,23.4,44.7,,
6/24/2023 13:57,23.4,44.8,,
6/24/2023 13:58,23.4,44.8,,
6/24/2023 14:09,23.4,44.4,,
6/24/2023 14:32,23.4,45.4,,
6/24/2023 14:33,23.4,45.6,,
6/24/2023 14:40,23.4,45.4,,
6/24/2023 14:45,23.4,45.1,,
6/24/2023 14:58,23.4,44.6,,
6/24/2023 15:21,23.4,44.3,,
6/24/2023 15:22,23.4,44.1,,
6/24/2023 15:25,23.4,44.4,,
6/24/2023 15:26,23.4,44.5,,
6/24/2023 15:31,23.4,44.4,,
6/24/2023 15:38,23.6,44.6,,
6/24/2023 15:40,23.4,44.1,,
6/24/2023 15:51,23.4,45.3,,
6/24/2023 15:55,23.6,45.1,,
6/24/2023 16:15,23.6,45,,
6/24/2023 16:20,23.6,44.5,,
6/24/2023 16:24,23.6,44.7,,
6/24/2023 16:28,23.6,44.9,,
6/24/2023 16:30,23.6,45.4,,
6/24/2023 16:42,23.6,45.1,,
6/24/2023 16:45,23.6,44.9,,
6/24/2023 16:49,23.6,44.9,,
6/24/2023 17:05,23.6,44.3,,
6/24/2023 17:11,23.4,44.5,,
6/24/2023 17:13,23.4,44.5,,
6/24/2023 17:16,23.4,44.3,,
6/24/2023 17:24,23.4,44.3,,
6/24/2023 17:35,23.4,44.5,,
6/24/2023 17:36,23.4,44.4,,
6/24/2023 17:40,23.4,44.5,,
6/24/2023 17:41,23.4,44.5,,
6/24/2023 17:43,23.4,44.2,,
6/24/2023 17:44,23.4,44.4,,
6/24/2023 17:48,23.4,44.2,,
6/24/2023 17:50,23.4,44.3,,
6/24/2023 17:53,23.4,44.1,,
6/24/2023 17:54,23.4,43.9,,
6/24/2023 17:59,23.2,44.1,,
6/24/2023 18:01,23.2,44.1,,
6/24/2023 18:04,23.4,44.2,,
6/24/2023 18:10,23.2,43.8,,
6/24/2023 18:14,23.2,43.9,,
6/24/2023 18:18,23.2,43.8,,
6/24/2023 18:19,23.2,43.8,,
6/24/2023 18:19,23.2,43.9,,
6/24/2023 18:31,23.2,43.7,,
6/24/2023 18:34,23.2,43.6,,
6/24/2023 18:45,23.2,43.4,,
6/24/2023 18:46,23.2,43.4,,
6/24/2023 18:54,23.2,43.5,,
6/24/2023 18:57,23.2,43.4,,
6/24/2023 19:20,23,43.3,,
6/24/2023 19:22,23,43.2,,
6/24/2023 19:39,23,43.3,,
6/24/2023 19:45,23,43.6,,
6/24/2023 19:54,23,44.1,,
6/24/2023 20:04,23,44.4,,
6/24/2023 20:10,23,44.4,,
6/24/2023 20:22,23,43.9,,
6/24/2023 20:25,23,43.8,,
6/24/2023 20:29,23,43.8,,
6/24/2023 20:35,23,43.9,,
6/24/2023 20:36,23,44,,
6/24/2023 20:45,23,44.3,,
6/24/2023 20:47,23,44.4,,
6/24/2023 20:50,23,44.5,,
6/24/2023 20:56,23,44.6,,
6/24/2023 20:59,23,44.6,,
6/24/2023 21:01,23,44.7,,
6/24/2023 21:01,23,44.6,,
6/24/2023 21:03,23,44.7,,
6/24/2023 21:12,23,44.4,,
6/24/2023 21:13,23,44.3,,
6/24/2023 21:14,23,44.3,,
6/24/2023 21:23,23,43.9,,
6/24/2023 21:27,23,43.6,,
6/24/2023 21:30,23,43.7,,
6/24/2023 21:32,23,43.9,,
6/24/2023 21:38,23,43.8,,
6/24/2023 21:42,23,43.8,,
6/24/2023 21:45,23,43.8,,
6/24/2023 21:49,23,44,,
6/24/2023 21:50,23,44.1,,
6/24/2023 21:57,23,44.5,,
6/24/2023 21:59,23,44.5,,
6/24/2023 22:04,23,44.7,,
6/24/2023 22:07,23,44.7,,
6/24/2023 22:07,23,44.7,,
6/24/2023 22:07,23,44.7,,
6/24/2023 22:09,23,44.7,,
6/24/2023 22:09,23,44.7,,
6/24/2023 22:10,23,44.7,,
6/24/2023 22:12,23,44.6,,
6/24/2023 22:13,23,44.7,,
6/24/2023 22:14,23,44.6,,
6/24/2023 22:14,23,44.6,,
6/24/2023 22:16,23,44.5,,
6/24/2023 22:22,23,44.4,,
6/24/2023 22:24,23,44.3,,
6/24/2023 22:26,23,44.4,,
6/24/2023 22:27,23,44.3,,
6/24/2023 22:30,23,44.3,,
6/24/2023 22:31,23,44.3,,
6/24/2023 22:36,23,44.2,,
6/24/2023 22:41,23,44.2,,
6/24/2023 22:41,23,44.3,,
6/24/2023 22:42,23,44.2,,
6/24/2023 22:44,23,44,,
6/24/2023 22:48,23,44.1,,
6/24/2023 22:49,23,44.1,,
6/24/2023 22:50,23,44,,
6/24/2023 22:55,22.8,44.2,,
6/24/2023 22:56,23,44.1,,
6/24/2023 23:02,22.8,44.1,,
6/24/2023 23:03,23,44.2,,
6/24/2023 23:03,23,44,,
6/24/2023 23:04,22.8,44.1,,
6/24/2023 23:09,23,43.9,,
6/24/2023 23:10,23,43.9,,
6/24/2023 23:10,23,44,,
6/24/2023 23:12,23,43.8,,
6/24/2023 23:13,23,43.7,,
6/24/2023 23:15,23,43.9,,
6/24/2023 23:20,23,43.9,,
6/24/2023 23:21,23,43.9,,
6/24/2023 23:22,23,43.7,,
6/24/2023 23:22,23,43.8,,
6/24/2023 23:29,23,43.7,,
6/24/2023 23:32,23,43.8,,
6/24/2023 23:35,23,43.8,,
6/24/2023 23:40,22.8,44.1,,
6/24/2023 23:43,22.8,44.2,,
6/24/2023 23:44,22.8,44.3,,
6/24/2023 23:45,22.8,44.4,,
6/24/2023 23:47,22.8,44.5,,
6/24/2023 23:48,22.8,44.5,,
6/24/2023 23:49,22.8,44.5,,
6/24/2023 23:50,22.8,44.6,,
6/24/2023 23:51,22.8,44.6,,
6/24/2023 23:52,22.8,44.7,,
6/24/2023 23:52,22.8,44.6,,
6/24/2023 23:55,22.8,44.8,,
6/25/2023 0:06,22.8,44.8,,
6/25/2023 0:16,22.8,44.6,,
6/25/2023 0:21,22.8,44.5,,
6/25/2023 0:22,22.8,44.5,,
6/25/2023 0:24,22.8,44.5,,
6/25/2023 0:25,22.8,44.6,,
6/25/2023 0:30,22.8,44.4,,
6/25/2023 0:30,22.8,44.4,,
6/25/2023 0:36,22.8,44.4,,
6/25/2023 0:37,22.8,44.5,,
6/25/2023 0:43,22.8,44.4,,
6/25/2023 0:44,22.8,44.5,,
6/25/2023 0:49,22.8,44.4,,
6/25/2023 0:51,22.8,44.6,,
6/25/2023 0:51,22.8,44.5,,
6/25/2023 0:53,22.8,44.6,,
6/25/2023 0:54,22.8,44.6,,
6/25/2023 0:56,22.8,44.5,,
6/25/2023 0:58,22.8,44.6,,
6/25/2023 0:58,22.8,44.6,,
6/25/2023 1:00,22.8,44.6,,
6/25/2023 1:00,22.8,44.5,,
6/25/2023 1:02,22.8,44.4,,
6/25/2023 1:03,22.8,44.5,,
6/25/2023 1:12,22.8,44.5,,
6/25/2023 1:12,22.8,44.4,,
6/25/2023 1:15,22.8,44.3,,
6/25/2023 1:18,22.8,44.3,,
6/25/2023 1:26,22.8,44.5,,
6/25/2023 1:42,22.8,44.8,,
6/25/2023 2:01,22.8,45.1,,
6/25/2023 2:33,22.8,45,,
6/25/2023 2:39,22.8,45,,
6/25/2023 2:51,22.8,45.2,,
6/25/2023 2:56,22.8,45.1,,
6/25/2023 3:04,22.8,45,,
6/25/2023 3:28,22.8,45,,
6/25/2023 3:29,22.8,44.8,,
6/25/2023 3:36,22.8,44.8,,
6/25/2023 3:43,22.8,44.7,,
6/25/2023 3:48,22.8,44.8,,
6/25/2023 3:52,22.8,44.7,,
6/25/2023 3:56,22.8,44.8,,
6/25/2023 3:58,22.8,44.7,,
6/25/2023 4:08,22.8,44.7,,
6/25/2023 4:26,22.8,44.6,,
6/25/2023 4:27,22.8,44.6,,
6/25/2023 4:30,22.8,44.6,,
6/25/2023 4:36,22.8,44.7,,
6/25/2023 4:47,22.8,44.7,,
6/25/2023 4:49,22.8,44.6,,
6/25/2023 4:51,22.8,44.5,,
6/25/2023 4:59,22.8,44.6,,
6/25/2023 5:03,22.8,44.6,,
6/25/2023 5:03,22.8,44.4,,
6/25/2023 5:10,22.8,44.6,,
6/25/2023 5:11,22.8,44.6,,
6/25/2023 5:13,22.8,44.6,,
6/25/2023 5:13,22.8,44.6,,
6/25/2023 5:14,22.8,44.5,,
6/25/2023 5:23,22.8,44.6,,
6/25/2023 5:29,22.8,44.5,,
6/25/2023 5:33,22.8,44.5,,
6/25/2023 5:35,22.8,44.5,,
6/25/2023 5:36,22.8,44.6,,
6/25/2023 5:37,22.8,44.6,,
6/25/2023 5:43,22.8,44.5,,
6/25/2023 5:55,22.8,44.6,,
6/25/2023 5:56,22.8,44.6,,
6/25/2023 6:00,22.8,44.6,,
6/25/2023 6:05,22.8,44.6,,
6/25/2023 6:07,22.8,44.6,,
6/25/2023 6:10,22.8,44.4,,
6/25/2023 6:34,22.8,44.4,,
6/25/2023 6:43,22.8,44.4,,
6/25/2023 7:00,22.8,44.4,,
6/25/2023 7:10,22.8,44.4,,
6/25/2023 7:41,22.8,44.3,,
6/25/2023 7:42,22.8,44.3,,
6/25/2023 8:01,22.8,44.1,,
6/25/2023 8:10,23,44.1,,
6/25/2023 8:21,22.8,44.5,,
6/25/2023 8:25,22.8,44.2,,
6/25/2023 8:28,22.8,44.2,,
6/25/2023 9:24,23,44.5,,
6/25/2023 9:34,23,44.2,,
6/25/2023 9:47,23,44.3,,
6/25/2023 9:50,23,44.3,,
6/25/2023 9:56,23,44.3,,
6/25/2023 10:16,23,44.3,,
6/25/2023 10:18,23,44.2,,
6/25/2023 10:24,23,44.2,,
6/25/2023 10:48,23,44.7,,
6/25/2023 11:08,23,45,,
6/25/2023 11:09,23,45,,
6/25/2023 11:15,23.2,44.8,,
6/25/2023 11:20,23.2,44.4,,
6/25/2023 11:51,23.2,44.6,,
6/25/2023 11:55,23.2,44.7,,
6/25/2023 12:05,23.2,44.8,,
6/25/2023 12:09,23.2,44.9,,
6/25/2023 12:22,23.2,44.9,,
6/25/2023 12:27,23.2,45.5,,
6/25/2023 12:27,23.2,45.3,,
6/25/2023 12:31,23.2,45.2,,
6/25/2023 12:33,23.2,45,,
6/25/2023 12:50,23.2,44.8,,
6/25/2023 12:55,23.2,44.5,,
6/25/2023 12:57,23.2,44.6,,
6/25/2023 13:07,23.2,44.5,,
6/25/2023 13:08,23.2,44.4,,
6/25/2023 13:33,23.4,44.5,,
6/25/2023 13:35,23.4,44.3,,
6/25/2023 13:42,23.4,44.4,,
6/25/2023 13:51,23.4,44.5,,
6/25/2023 14:14,23.4,44.5,,
6/25/2023 14:44,23.4,44.7,,
6/25/2023 14:47,23.4,44.4,,
6/25/2023 15:01,23.4,44.9,,
6/25/2023 15:09,23.4,45,,
6/25/2023 15:13,23.4,44.7,,
6/25/2023 15:15,23.4,44.8,,
6/25/2023 15:18,23.6,44.7,,
6/25/2023 15:19,23.6,44.5,,
6/25/2023 15:32,23.6,44.2,,
6/25/2023 15:34,23.6,44.4,,
6/25/2023 15:41,23.6,44.6,,
6/25/2023 15:41,23.6,44.5,,
6/25/2023 15:42,23.6,44.7,,
6/25/2023 15:54,23.4,45.1,,
6/25/2023 15:57,23.4,45.3,,
6/25/2023 16:03,23.4,44.6,,
6/25/2023 16:04,23.4,44.8,,
6/25/2023 16:04,23.6,44.8,,
6/25/2023 16:20,23.6,44.4,,
6/25/2023 16:27,23.6,44.8,,
6/25/2023 16:33,23.6,45,,
6/25/2023 16:35,23.6,45,,
6/25/2023 16:39,23.6,45,,
6/25/2023 16:53,23.6,44.8,,
6/25/2023 17:01,23.6,44.3,,
6/25/2023 17:07,23.6,44.4,,
6/25/2023 17:08,23.6,44.2,,
6/25/2023 17:10,23.6,44,,
6/25/2023 17:10,23.6,44.2,,
6/25/2023 17:16,23.6,44,,
6/25/2023 17:23,23.6,44.5,,
6/25/2023 17:25,23.6,44.5,,
6/25/2023 17:32,23.4,44.5,,
6/25/2023 17:39,23.6,44.6,,
6/25/2023 17:41,23.4,44.3,,
6/25/2023 17:45,23.4,44.2,,
6/25/2023 17:45,23.4,44.4,,
6/25/2023 17:47,23.4,44.1,,
6/25/2023 17:48,23.4,44.1,,
6/25/2023 17:48,23.4,44.1,,
6/25/2023 17:51,23.4,43.7,,
6/25/2023 18:00,23.4,44,,
6/25/2023 18:05,23.4,44,,
6/25/2023 18:23,23.4,44,,
6/25/2023 19:06,23.2,43.7,,
6/25/2023 20:36,23.2,43.6,,
6/25/2023 20:37,23.2,43.6,,
6/25/2023 20:41,23.2,43.6,,
6/25/2023 20:46,23.2,43.7,,
6/25/2023 20:51,23.2,43.7,,
6/25/2023 21:15,23,43.5,,
6/25/2023 22:07,23,43.7,,
6/25/2023 22:11,23,43.8,,
6/25/2023 22:34,23,43.5,,
6/25/2023 22:38,23,43.6,,
6/25/2023 22:39,23,43.5,,
6/25/2023 22:40,23,43.7,,
6/25/2023 22:44,23,43.6,,
6/25/2023 22:58,23,43.7,,
6/25/2023 23:15,23,43.6,,
6/25/2023 23:17,23,43.8,,
6/25/2023 23:40,23,43.5,,
6/25/2023 23:49,23,43.7,,
6/25/2023 23:57,23,43.8,,
6/26/2023 0:12,23,43.9,,
6/26/2023 0:17,23,43.9,,
6/26/2023 0:22,23,44,,
6/26/2023 0:45,23,44.3,,
6/26/2023 0:54,23,44.3,,
6/26/2023 1:17,23,44.2,,
6/26/2023 1:25,23,44.2,,
6/26/2023 1:29,23,44.2,,
6/26/2023 1:31,23,44.2,,
6/26/2023 1:34,23,44.1,,
6/26/2023 1:40,23,44.2,,
6/26/2023 1:52,23,44.2,,
6/26/2023 1:55,23,44.3,,
6/26/2023 1:57,23,44.3,,
