Exported Sensor Data,,,,
6/26/2023 1:58,23,44.3,,
6/26/2023 2:07,23,44.3,,
6/26/2023 2:12,23,44.2,,
6/26/2023 2:17,23,44.3,,
6/26/2023 2:25,23,44.2,,
6/26/2023 2:45,23,44.3,,
6/26/2023 2:49,23,44.2,,
6/26/2023 3:02,23,44.3,,
6/26/2023 3:06,23,44.2,,
6/26/2023 3:20,23,44.3,,
6/26/2023 3:22,23,44.3,,
6/26/2023 3:30,23,44.3,,
6/26/2023 3:36,23,44.3,,
6/26/2023 3:37,23,44.2,,
6/26/2023 3:38,23,44.2,,
6/26/2023 3:39,23,44.2,,
6/26/2023 3:58,23,44.2,,
6/26/2023 4:06,23,44.2,,
6/26/2023 4:19,23,44.3,,
6/26/2023 4:24,23,44.3,,
6/26/2023 4:32,23,44.2,,
6/26/2023 4:33,23,44.2,,
6/26/2023 4:34,23,44.2,,
6/26/2023 4:38,23,44.2,,
6/26/2023 4:44,23,44.3,,
6/26/2023 4:52,23,44.4,,
6/26/2023 4:55,23,44.4,,
6/26/2023 4:55,23,44.3,,
6/26/2023 5:06,23,44.4,,
6/26/2023 5:07,23,44.4,,
6/26/2023 5:08,23,44.4,,
6/26/2023 5:10,23,44.4,,
6/26/2023 5:11,23,44.4,,
6/26/2023 5:11,23,44.4,,
6/26/2023 5:18,23,44.3,,
6/26/2023 5:23,23,44.3,,
6/26/2023 5:28,23,44.3,,
6/26/2023 5:29,23,44.4,,
6/26/2023 5:30,23,44.4,,
6/26/2023 5:40,23,44.3,,
6/26/2023 5:45,23,44.3,,
6/26/2023 5:46,23,44.3,,
6/26/2023 5:53,23,44.4,,
6/26/2023 5:57,23,44.3,,
6/26/2023 5:58,23,44.3,,
6/26/2023 6:00,23,44.3,,
6/26/2023 6:02,23,44.4,,
6/26/2023 6:03,23,44.4,,
6/26/2023 6:04,23,44.4,,
6/26/2023 6:05,23,44.4,,
6/26/2023 6:11,23,44.4,,
6/26/2023 6:13,23,44.5,,
6/26/2023 6:19,23,44.5,,
6/26/2023 6:28,23,44.5,,
6/26/2023 6:38,23,44.6,,
6/26/2023 6:39,23,44.5,,
6/26/2023 6:42,23,44.5,,
6/26/2023 6:43,23,44.5,,
6/26/2023 6:49,23,44.5,,
6/26/2023 6:56,23,44.6,,
6/26/2023 6:57,23,44.6,,
6/26/2023 7:02,23,44.6,,
6/26/2023 7:02,23,44.6,,
6/26/2023 7:04,23,44.6,,
6/26/2023 7:05,23,44.6,,
6/26/2023 7:12,23,44.7,,
6/26/2023 7:13,23,44.8,,
6/26/2023 7:19,23,44.6,,
6/26/2023 7:22,23,44.6,,
6/26/2023 7:34,23,44.5,,
6/26/2023 7:42,23,44.4,,
6/26/2023 7:43,23,44.4,,
6/26/2023 7:47,23,44.3,,
6/26/2023 7:53,23,44.1,,
6/26/2023 7:54,23,44.2,,
6/26/2023 8:12,23,44.1,,
6/26/2023 8:18,23,44.1,,
6/26/2023 8:24,23,44,,
6/26/2023 8:33,23,43.8,,
6/26/2023 8:34,23,43.8,,
6/26/2023 8:35,23,43.7,,
6/26/2023 8:37,23,43.6,,
6/26/2023 8:39,23,43.8,,
6/26/2023 8:48,23,43.6,,
6/26/2023 8:50,23,43.6,,
6/26/2023 8:52,23,43.6,,
6/26/2023 9:39,23,44,,
6/26/2023 9:41,23,44,,
6/26/2023 9:43,23,43.9,,
6/26/2023 9:43,23,43.9,,
6/26/2023 9:44,23,44,,
6/26/2023 9:44,23,44,,
6/26/2023 9:45,23,43.9,,
6/26/2023 9:45,23,43.9,,
6/26/2023 9:46,23,43.8,,
6/26/2023 9:48,23,43.9,,
6/26/2023 9:48,23,43.8,,
6/26/2023 9:49,23,43.8,,
6/26/2023 9:49,23,43.8,,
6/26/2023 9:50,23,43.8,,
6/26/2023 9:52,23,43.7,,
6/26/2023 9:53,23,43.7,,
6/26/2023 9:54,23,43.7,,
6/26/2023 9:55,23,43.7,,
6/26/2023 9:55,23,43.7,,
6/26/2023 9:56,23,43.7,,
6/26/2023 9:57,23,43.7,,
6/26/2023 9:58,23,43.7,,
6/26/2023 9:59,23,43.7,,
6/26/2023 10:01,23,43.6,,
6/26/2023 10:01,23,43.6,,
6/26/2023 10:02,23,43.6,,
6/26/2023 10:04,23,43.7,,
6/26/2023 10:06,23,43.7,,
6/26/2023 10:11,23,43.7,,
6/26/2023 10:12,23,43.6,,
6/26/2023 10:13,23,43.7,,
6/26/2023 10:13,23,43.7,,
6/26/2023 10:15,23,43.7,,
6/26/2023 10:16,23,43.7,,
6/26/2023 10:16,23,43.7,,
6/26/2023 10:17,23,43.7,,
6/26/2023 10:17,23,43.7,,
6/26/2023 10:19,23,43.7,,
6/26/2023 10:19,23,43.7,,
6/26/2023 10:21,23,43.7,,
6/26/2023 10:23,23,43.7,,
6/26/2023 10:26,23,43.7,,
6/26/2023 10:27,23,43.7,,
6/26/2023 10:29,23,43.7,,
6/26/2023 10:30,23,43.7,,
6/26/2023 10:30,23,43.6,,
6/26/2023 10:35,23,43.7,,
6/26/2023 10:36,23,43.7,,
6/26/2023 10:38,23,43.6,,
6/26/2023 10:39,23,43.6,,
6/26/2023 10:40,23,43.6,,
6/26/2023 10:40,23,43.7,,
6/26/2023 10:42,23,43.6,,
6/26/2023 10:43,23,43.6,,
6/26/2023 10:47,23,43.7,,
6/26/2023 10:48,23,43.7,,
6/26/2023 10:51,23,43.7,,
6/26/2023 11:23,23,43.8,,
6/26/2023 11:42,23,43.8,,
6/26/2023 12:49,22.8,43.7,,
6/26/2023 13:37,22.8,43.6,,
6/26/2023 16:05,22.8,44.3,,
6/26/2023 18:21,22.8,44.2,,
6/26/2023 18:59,22.8,44.3,,
6/26/2023 19:09,22.8,44.3,,
6/26/2023 19:16,22.8,44.3,,
6/26/2023 19:18,22.8,44.4,,
6/26/2023 19:38,22.8,44.4,,
6/26/2023 19:55,22.8,44.5,,
6/26/2023 20:08,22.8,44.5,,
6/26/2023 20:08,22.8,44.6,,
6/26/2023 20:13,22.8,44.7,,
6/26/2023 20:19,22.8,44.7,,
6/26/2023 20:25,22.8,44.8,,
6/26/2023 20:32,22.8,44.8,,
6/26/2023 20:35,22.8,44.8,,
6/26/2023 20:50,23,44.7,,
6/26/2023 20:52,22.8,44.8,,
6/26/2023 20:53,22.8,44.8,,
6/26/2023 20:54,22.8,44.8,,
6/26/2023 21:06,23,44.7,,
6/26/2023 21:13,23,44.5,,
6/26/2023 21:15,23,44.5,,
6/26/2023 21:17,22.8,44.5,,
6/26/2023 21:28,23,44.3,,
6/26/2023 21:30,23,44.3,,
6/26/2023 21:38,23,44.5,,
6/26/2023 21:40,23,44.5,,
6/26/2023 21:41,23,44.5,,
6/26/2023 21:45,23,44.7,,
6/26/2023 21:47,23,44.7,,
6/26/2023 21:50,23,44.9,,
6/26/2023 21:52,23,44.9,,
6/26/2023 21:59,23,44.9,,
6/26/2023 22:15,23,44.4,,
6/26/2023 22:17,23,44.4,,
6/26/2023 22:20,23,44.4,,
6/26/2023 22:21,23,44.3,,
6/26/2023 22:21,23,44.4,,
6/26/2023 22:22,23,44.3,,
6/26/2023 22:24,23,44.4,,
6/26/2023 22:25,23,44.3,,
6/26/2023 22:25,23,44.3,,
6/26/2023 22:30,23,44.3,,
6/26/2023 22:40,23,44.2,,
6/26/2023 22:41,23,44.2,,
6/26/2023 22:43,23,44.2,,
6/26/2023 22:46,23,44.3,,
6/26/2023 22:59,23,44.3,,
6/26/2023 23:00,23,44.3,,
6/26/2023 23:04,23,44.2,,
6/26/2023 23:09,23,44.2,,
6/26/2023 23:11,23,44.2,,
6/26/2023 23:11,23,44.3,,
6/26/2023 23:13,23,44.3,,
6/26/2023 23:30,23,44.4,,
6/26/2023 23:35,23,44.4,,
6/26/2023 23:38,23,44.3,,
6/26/2023 23:45,23,44.3,,
6/26/2023 23:55,23,44.3,,
6/27/2023 0:02,23,44.2,,
6/27/2023 0:04,23,44.2,,
6/27/2023 0:19,23,44.4,,
6/27/2023 0:19,23,44.4,,
6/27/2023 0:22,23,44.4,,
6/27/2023 0:31,23,44.4,,
6/27/2023 0:32,23,44.3,,
6/27/2023 0:37,23,44.4,,
6/27/2023 0:40,23,44.3,,
6/27/2023 0:55,23,44.4,,
6/27/2023 0:55,23,44.5,,
6/27/2023 0:58,23,44.5,,
6/27/2023 1:00,23,44.5,,
6/27/2023 1:02,23,44.5,,
6/27/2023 1:04,23,44.4,,
6/27/2023 1:15,23,44.4,,
6/27/2023 1:24,23,44.5,,
6/27/2023 1:26,23,44.5,,
6/27/2023 1:38,23,44.4,,
6/27/2023 1:38,23,44.4,,
6/27/2023 2:06,23,44.4,,
6/27/2023 2:24,23,44.4,,
6/27/2023 2:24,23,44.4,,
6/27/2023 2:31,23,44.5,,
6/27/2023 2:36,23,44.4,,
6/27/2023 2:39,23,44.3,,
6/27/2023 2:59,23,44.5,,
6/27/2023 3:08,23,44.6,,
6/27/2023 3:10,23,44.5,,
6/27/2023 3:22,23,44.4,,
6/27/2023 3:28,23,44.3,,
6/27/2023 3:30,23,44.3,,
6/27/2023 3:47,23,44.3,,
6/27/2023 3:50,23,44.4,,
6/27/2023 3:55,23,44.5,,
6/27/2023 4:00,23,44.5,,
6/27/2023 4:06,23,44.5,,
6/27/2023 4:11,23,44.4,,
6/27/2023 4:18,23,44.4,,
6/27/2023 4:20,23,44.3,,
6/27/2023 4:22,23,44.3,,
6/27/2023 4:28,23,44.3,,
6/27/2023 4:48,23,44.4,,
6/27/2023 4:49,23,44.4,,
6/27/2023 4:53,23,44.4,,
6/27/2023 5:06,23,44.4,,
6/27/2023 5:20,23,44.4,,
6/27/2023 5:22,23,44.4,,
6/27/2023 5:24,23,44.5,,
6/27/2023 5:28,23,44.4,,
6/27/2023 5:32,23,44.4,,
6/27/2023 5:35,23,44.5,,
6/27/2023 5:48,23,44.4,,
6/27/2023 6:00,23,44.4,,
6/27/2023 6:01,23,44.4,,
6/27/2023 6:05,23,44.4,,
6/27/2023 6:06,23,44.4,,
6/27/2023 6:07,23,44.5,,
6/27/2023 6:08,23,44.4,,
6/27/2023 6:12,23,44.5,,
6/27/2023 6:13,23,44.4,,
6/27/2023 6:16,23,44.4,,
6/27/2023 6:17,23,44.4,,
6/27/2023 6:21,23,44.4,,
6/27/2023 6:23,23,44.4,,
6/27/2023 6:34,23,44.4,,
6/27/2023 6:39,23,44.5,,
6/27/2023 6:44,23,44.5,,
6/27/2023 6:49,23,44.4,,
6/27/2023 6:56,23,44.4,,
6/27/2023 7:01,23,44.5,,
6/27/2023 7:02,23,44.4,,
6/27/2023 7:03,23,44.4,,
6/27/2023 7:33,23.2,44.3,,
6/27/2023 7:37,23.2,44.2,,
6/27/2023 7:39,23.2,44.3,,
6/27/2023 7:52,23.2,44.1,,
6/27/2023 8:25,23.2,44.3,,
6/27/2023 8:27,23.2,44.2,,
6/27/2023 8:38,23.2,43.8,,
6/27/2023 9:31,23.2,44.2,,
6/27/2023 9:45,23.2,44,,
6/27/2023 9:46,23.2,44.1,,
6/27/2023 9:47,23.2,44,,
6/27/2023 9:52,23.2,43.9,,
6/27/2023 10:08,23.2,44.3,,
6/27/2023 10:16,23.2,44.3,,
6/27/2023 10:17,23.2,44.1,,
6/27/2023 10:21,23.2,44.2,,
6/27/2023 10:26,23.2,44.2,,
6/27/2023 10:31,23.2,44.2,,
6/27/2023 10:32,23.2,44.3,,
6/27/2023 10:39,23.2,44.4,,
6/27/2023 10:53,23.4,45,,
6/27/2023 10:55,23.4,44.8,,
6/27/2023 10:59,23.4,44.8,,
6/27/2023 11:06,23.4,45.1,,
6/27/2023 11:07,23.4,44.8,,
6/27/2023 11:12,23.4,45.2,,
6/27/2023 11:13,23.4,45.2,,
6/27/2023 11:14,23.4,45.1,,
6/27/2023 11:24,23.4,44.6,,
6/27/2023 11:30,23.4,44.6,,
6/27/2023 11:30,23.4,44.6,,
6/27/2023 11:32,23.4,44.5,,
6/27/2023 11:37,23.4,44.3,,
6/27/2023 11:38,23.4,44.3,,
6/27/2023 11:39,23.4,44.6,,
6/27/2023 11:40,23.4,44.3,,
6/27/2023 11:41,23.4,44.4,,
6/27/2023 11:48,23.4,44.5,,
6/27/2023 11:49,23.4,44.4,,
6/27/2023 11:50,23.4,44.3,,
6/27/2023 11:56,23.4,44.6,,
6/27/2023 11:57,23.4,44.7,,
6/27/2023 11:57,23.4,44.7,,
6/27/2023 11:59,23.4,44.2,,
6/27/2023 12:00,23.4,44.4,,
6/27/2023 12:02,23.4,44.4,,
6/27/2023 12:03,23.4,44.6,,
6/27/2023 12:06,23.4,44.5,,
6/27/2023 12:07,23.6,44.5,,
6/27/2023 12:08,23.4,44.4,,
6/27/2023 12:14,23.4,44.4,,
6/27/2023 12:21,23.4,44.5,,
6/27/2023 12:22,23.4,44.5,,
6/27/2023 12:26,23.6,44,,
6/27/2023 12:37,23.4,44.6,,
6/27/2023 12:39,23.4,44.5,,
6/27/2023 12:46,23.4,44.3,,
6/27/2023 12:52,23.4,44.1,,
6/27/2023 12:54,23.4,44.1,,
6/27/2023 12:59,23.4,44.3,,
6/27/2023 13:00,23.4,44.3,,
6/27/2023 13:03,23.4,44.4,,
6/27/2023 13:10,23.4,44.6,,
6/27/2023 13:12,23.4,44.7,,
6/27/2023 13:15,23.4,44.4,,
6/27/2023 13:15,23.4,44.5,,
6/27/2023 13:29,23.4,44.4,,
6/27/2023 13:29,23.4,44.4,,
6/27/2023 13:33,23.4,44.3,,
6/27/2023 13:38,23.4,44.4,,
6/27/2023 13:39,23.4,44.5,,
6/27/2023 13:41,23.4,44.5,,
6/27/2023 13:43,23.4,44.4,,
6/27/2023 13:44,23.4,44.5,,
6/27/2023 13:49,23.4,44.4,,
6/27/2023 13:51,23.4,44.3,,
6/27/2023 13:52,23.4,44.4,,
6/27/2023 13:56,23.4,44.2,,
6/27/2023 13:59,23.6,44.2,,
6/27/2023 14:00,23.6,44.3,,
6/27/2023 14:04,23.4,44.4,,
6/27/2023 14:05,23.6,44.4,,
6/27/2023 14:07,23.6,44.4,,
6/27/2023 14:10,23.6,44.4,,
6/27/2023 14:11,23.6,44.4,,
6/27/2023 14:11,23.6,44.4,,
6/27/2023 14:18,23.6,44.6,,
6/27/2023 14:21,23.6,44.6,,
6/27/2023 14:23,23.6,44.8,,
6/27/2023 14:28,23.6,44.5,,
6/27/2023 14:30,23.6,44.4,,
6/27/2023 14:34,23.6,44.3,,
6/27/2023 14:39,23.6,44.3,,
6/27/2023 14:41,23.6,44.4,,
6/27/2023 14:50,23.6,44.3,,
6/27/2023 14:52,23.6,44.5,,
6/27/2023 14:53,23.6,44.6,,
6/27/2023 14:54,23.6,44.5,,
6/27/2023 14:56,23.6,44.4,,
6/27/2023 14:57,23.6,44.6,,
6/27/2023 15:01,23.6,44.6,,
6/27/2023 15:06,23.6,44.5,,
6/27/2023 15:10,23.6,44.4,,
6/27/2023 15:24,23.6,44.2,,
6/27/2023 15:28,23.6,44.5,,
6/27/2023 15:28,23.6,44.7,,
6/27/2023 15:29,23.6,44.6,,
6/27/2023 15:40,23.6,44.2,,
6/27/2023 15:47,23.6,44.3,,
6/27/2023 15:48,23.6,44.5,,
6/27/2023 15:50,23.6,44.2,,
6/27/2023 16:00,23.6,44.4,,
6/27/2023 16:06,23.6,44.3,,
6/27/2023 16:10,23.6,44.7,,
6/27/2023 16:25,23.6,44.3,,
6/27/2023 16:41,23.6,44.3,,
6/27/2023 16:44,23.6,44.2,,
6/27/2023 16:44,23.6,44.3,,
6/27/2023 16:46,23.6,44.6,,
6/27/2023 16:52,23.6,44.5,,
6/27/2023 16:58,23.8,44.8,,
6/27/2023 17:02,23.8,44.8,,
6/27/2023 17:03,23.8,44.8,,
6/27/2023 17:12,23.6,44.5,,
6/27/2023 17:20,23.6,44.4,,
6/27/2023 17:24,23.6,44.4,,
6/27/2023 17:35,23.6,44.5,,
6/27/2023 17:36,23.6,44.2,,
6/27/2023 17:37,23.6,44.1,,
6/27/2023 17:39,23.6,43.9,,
6/27/2023 17:40,23.6,44.1,,
6/27/2023 17:42,23.6,44.4,,
6/27/2023 17:53,23.6,44.1,,
6/27/2023 17:54,23.6,44.1,,
6/27/2023 17:55,23.6,44.2,,
6/27/2023 17:56,23.6,44.1,,
6/27/2023 17:57,23.6,44,,
6/27/2023 18:01,23.6,43.8,,
6/27/2023 18:03,23.6,44,,
6/28/2023 6:07,23.2,44.2,,
6/28/2023 6:34,23.2,44.2,,
6/28/2023 6:47,23.2,44.3,,
6/28/2023 7:39,23.2,44.1,,
6/28/2023 9:33,23.2,44.3,,
6/28/2023 10:16,23.2,44.1,,
6/28/2023 10:17,23.2,44.2,,
6/28/2023 10:21,23.4,44.3,,
6/28/2023 10:27,23.4,44.3,,
6/28/2023 10:29,23.4,44.3,,
6/28/2023 10:36,23.4,44.2,,
6/28/2023 10:46,23.4,44.6,,
6/28/2023 10:55,23.4,44.6,,
6/28/2023 10:55,23.4,44.4,,
6/28/2023 11:02,23.4,44.6,,
6/28/2023 11:11,23.6,44.2,,
6/28/2023 11:18,23.6,44.6,,
6/28/2023 11:22,23.6,45,,
6/28/2023 11:42,23.8,44.9,,
6/28/2023 11:44,23.6,44.8,,
6/28/2023 11:56,23.8,44.6,,
6/28/2023 12:28,23.6,44.3,,
6/28/2023 12:31,23.6,44.3,,
6/28/2023 12:40,23.6,44.2,,
6/28/2023 12:47,23.6,44.7,,
6/28/2023 12:47,23.6,44.3,,
6/28/2023 12:57,23.6,44.2,,
6/28/2023 13:15,23.6,44.3,,
6/28/2023 13:20,23.4,44.4,,
6/28/2023 13:27,23.4,44.2,,
6/28/2023 13:43,23.4,43.8,,
6/28/2023 13:44,23.4,43.9,,
6/28/2023 13:48,23.4,43.5,,
6/28/2023 13:49,23.4,43.5,,
6/28/2023 14:02,23.4,43.7,,
6/28/2023 14:02,23.4,43.7,,
6/28/2023 14:03,23.4,43.8,,
6/28/2023 14:06,23.4,44,,
6/28/2023 14:08,23.4,44,,
6/28/2023 14:20,23.4,44.2,,
6/28/2023 14:21,23.4,44.2,,
6/28/2023 14:22,23.4,44.2,,
6/28/2023 14:22,23.4,44.2,,
6/28/2023 14:23,23.4,44.4,,
6/28/2023 14:28,23.4,44.1,,
6/28/2023 14:34,23.4,43.3,,
6/28/2023 14:43,23.4,43.7,,
6/28/2023 14:51,23.4,43.9,,
6/28/2023 14:51,23.4,43.9,,
6/28/2023 14:53,23.4,44,,
6/28/2023 14:58,23.4,44.2,,
6/28/2023 15:05,23.4,44.2,,
6/28/2023 15:13,23.4,44.6,,
6/28/2023 15:18,23.4,44,,
6/28/2023 15:23,23.4,43.8,,
6/28/2023 15:30,23.4,43.9,,
6/28/2023 15:35,23.6,44,,
6/28/2023 15:39,23.6,44.3,,
6/28/2023 15:46,23.4,44.2,,
6/28/2023 15:53,23.4,44.8,,
6/28/2023 16:06,23.6,44.8,,
6/28/2023 16:07,23.6,44.3,,
6/28/2023 16:08,23.6,44.3,,
6/28/2023 16:32,23.6,44.2,,
6/28/2023 16:32,23.6,44.3,,
6/28/2023 16:34,23.6,44.3,,
6/28/2023 16:36,23.6,44.3,,
6/28/2023 16:46,23.6,43.9,,
6/28/2023 16:49,23.6,44.1,,
6/28/2023 17:05,23.6,44.6,,
6/28/2023 17:06,23.6,44.5,,
6/28/2023 17:17,23.4,44.2,,
6/28/2023 17:20,23.6,44,,
6/28/2023 17:29,23.6,44,,
6/29/2023 5:20,22.8,44.8,,
6/29/2023 5:40,23,44.4,,
6/29/2023 5:49,23,44.1,,
6/29/2023 5:58,23,44.1,,
6/29/2023 5:59,23,44.1,,
6/29/2023 6:17,22.8,44,,
6/29/2023 6:20,23,44.1,,
6/29/2023 6:42,23,44,,
6/29/2023 6:51,23,44,,
6/29/2023 8:08,23,44.6,,
6/29/2023 9:52,23,44.2,,
6/29/2023 9:56,23,44.1,,
6/29/2023 9:59,23,44.1,,
6/29/2023 9:59,23,44.1,,
6/29/2023 10:10,23,44.1,,
6/29/2023 10:12,23,44,,
6/29/2023 10:13,23,44,,
6/29/2023 10:15,23,43.9,,
6/29/2023 10:16,23,43.8,,
6/29/2023 10:26,23,44.2,,
6/29/2023 10:37,23.2,44.5,,
6/29/2023 10:39,23,44.3,,
6/29/2023 10:49,23,44.5,,
6/29/2023 10:51,23,44.5,,
6/29/2023 10:53,23,44.6,,
6/29/2023 10:58,23.2,44.7,,
6/29/2023 11:04,23.2,45,,
6/29/2023 11:14,23.2,45,,
6/29/2023 11:15,23.2,44.8,,
6/29/2023 11:20,23.2,44.6,,
6/29/2023 11:24,23.2,44.5,,
6/29/2023 11:29,23.2,44.6,,
6/29/2023 11:33,23.2,44.6,,
6/29/2023 11:42,23.2,44.5,,
6/29/2023 11:45,23.2,44.2,,
6/29/2023 11:48,23.2,44.2,,
6/29/2023 12:10,23.2,44,,
6/29/2023 12:18,23.2,44.3,,
6/29/2023 12:18,23.2,44.3,,
6/29/2023 12:22,23.2,44.5,,
6/29/2023 12:30,23.2,44.6,,
6/29/2023 12:35,23.2,45,,
6/29/2023 12:36,23.2,44.7,,
6/29/2023 12:39,23.2,44.8,,
6/29/2023 12:42,23.2,44.6,,
6/29/2023 13:01,23.2,44.5,,
6/29/2023 13:04,23.2,44.1,,
6/29/2023 13:11,23.2,44.1,,
6/29/2023 13:29,23.2,44.1,,
6/29/2023 13:29,23.2,44.1,,
6/29/2023 13:31,23.2,44.3,,
6/29/2023 13:37,23.2,44.1,,
6/29/2023 13:45,23.2,44.7,,
6/29/2023 13:55,23.2,44.6,,
6/29/2023 14:14,23.4,44.6,,
6/29/2023 14:19,23.2,44.8,,
6/29/2023 14:28,23.2,44.5,,
6/29/2023 14:50,23.4,44.4,,
6/29/2023 14:54,23.4,44.3,,
6/29/2023 14:57,23.4,44.6,,
6/29/2023 14:57,23.4,44.6,,
6/29/2023 15:00,23.4,44.3,,
